stop_id,stop_name,stop_desc,Latitude,Longitude
878,Ironwood Golf Course,Eastbound NE 39th AVE @ Farside Waldo RD,29.68779109,-82.29660969
881,NE 49th AVE - Brittany Estates Neighborhood,Eastbound NE 49th AVE @ Farside Waldo RD,29.69949109,-82.27834355
882,NE49th AVE - PFG Foods,Eastbound NE 49th AVE @ Nearside NE 40th TER,29.69931192,-82.27529037
885,Nordstrom Distribution Center,Northbound NE 49th TER @ Nearside NE 54th PL,29.70471409,-82.26509287
886,Job Corps Center,Westbound NE 54th PL @ Nearside NE 54th AVE,29.70442309,-82.27406287
887,BP Gas Station @ Waldo Road,Southbound Waldo RD @ Nearside NE 53rd AVE,29.70288246,-82.27894958
888,Invivo Imaging,Westbound NE 53rd AVE @ Farside Waldo RD,29.70306659,-82.2791107
891,Lewis Place @ Ironwood Apartments,Southbound NE 15th Street @ Nearside NE 39th AVE,29.69138282,-82.30594187
892,One Room School,Southbound NE 15th ST @ Nearside NE 39th AVE,29.68988843,-82.30583803
893,Bertie Heating & Air,Eastbound NE 23rd AVE @ Nearside NE 17th TER,29.67372756,-82.30323922
895,BP Gas Station @ NE 23rd Avenue,Eastbound NE 23rd AVE @ Nearside Waldo RD,29.67372909,-82.29801264
896,University of Florida Eastside Campus @ Waldo Road,Southbound Waldo RD @ Farside NE 21st PL,29.67176736,-82.29833884
897,Crab House,Southbound Waldo RD @ Farside Ne 18th PL,29.66803508,-82.30084745
898,Rose Food Store,Westbound NE 16th AVE @ Nearside NE 16th WAY,29.66655025,-82.30327515
899,Michelle Garden Apartments,Westbound NE 16th AVE @ Nearside NE 15th ST,29.66658375,-82.30568848
900,Auto Audio,Westbound NE 16th AVE @ Nearside NE 12th ST,29.66661993,-82.31012186
902,Department of Children and Families,Westbound NE 16th AVE @ Nearside NE 9th ST,29.66660264,-82.3137588
903,Southbound NE 9th Street @ NE 14th Avenue,Southbound NE 9th ST @ Nearside NE 14th AVE,29.66496577,-82.31482819
904,Southbound NE 9th Street @ Ne 10th Place,Southbound NE 9th ST @ Nearside NE 10th PL,29.66157739,-82.31484687
909,Little People's Palace,Southbound Waldo RD @ Farside NE 8th AVE,29.65654393,-82.30849403
910,Shands Eastside Community Practice,Southbound Waldo RD @ Farside NE 5th AVE,29.65502911,-82.30949489
912,Kangaroo @ Waldo Road,Southbound Waldo RD @ Nearside E University AVE,29.65272095,-82.3110917
913,Southbound SE 11th Street @ SE 2nd Avenue,Southbound SE 11th ST @ Nearside SE 2nd AVE,29.65031018,-82.31161287
915,Triangle Club,Westbound SE 4th AVE @ Farside SE 11th ST,29.64828715,-82.31260031
917,Westbound SE 4th Avenue @ SE 8th Street,Westbound SE 4th AVE @ Nearside SE 8th ST,29.64827988,-82.31635951
920,GRU Administration Building,Westbound SE 4th AVE @ Nearside SE 4th ST,29.64841357,-82.32146051
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,29.6485296,-82.34495985
926,Leigh Hall,Northbound Buckman DR @ Nearside W University AVE,29.65063778,-82.34467313
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,29.6510556,-82.34974301
949,Lexington Crossing Apartments,Southbound SW 27th ST @ Farside SW 35th PL,29.61698278,-82.36263418
929,O'Connell Center @ Stadium Road,Westbound Stadium RD @ Farside Gale Lemerand DR,29.6485231,-82.35048301
930,Gale Lemerand Athletic Center,Westbound Stadium RD @ Nearside Woodlawn DR,29.6483911,-82.35373268
932,UF Law School,Westbound SW 2nd AVE @ Nearside SW 26th ST,29.6504552,-82.35909502
934,Campus Church of Christ,Westbound SW 2nd AVE @ Farside SW 26th ST,29.65042794,-82.36276034
935,Westbound SW 2nd Avenue @ SW 30th Street,Westbound SW 2nd AVE @ Nearside SW 30th ST,29.65048094,-82.36726918
936,Publix @ SW 34th Street,Westbound SW 2nd AVE @ Nearside SW 34th ST,29.65043748,-82.37073148
937,Point West Apartments,Southbound SW 34th ST @ Farside SW 2nd Ave,29.64799127,-82.37252484
938,Maguire Village @ SW 34th Street,Southbound SW 34th ST @ Nearside Radio RD,29.64243211,-82.37264884
939,Orthopaedics and Sports Medicine Institute,Southbound SW 34th ST @ Nearside Hull RD,29.63788461,-82.37266767
942,34th Street Plaza,Southbound SW 34th ST @ Farside SW 20th AVE,29.63269014,-82.37269976
943,Kelly's Kwik Stop,Southbound SW 34th ST @ Farside SW 24th AVE,29.62974544,-82.37273201
945,Ridgemar Commons,Eastbound SW 35th PL @ Farside SW 32nd TER,29.62156578,-82.37041567
946,Victoria Station Apartments,Eastbound SW 35th PL @ Farside SW 32nd TER,29.62084845,-82.36842368
947,Gainesville Place Apartments @ SW 35th Place,Eastbound SW 35th PL @ Farside SW 28th TER,29.61968251,-82.36507941
950,Lexington Crossing Apartments,Southbound SW 27 PL @ Nearside SW 38th PL,29.61536761,-82.36244534
951,Southbound SW 26th Drive @ SW 40th Place,Southbound SW 26th DR @ Nearside SW 40th PL,29.61413182,-82.36121169
952,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,29.62192044,-82.36515984
953,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,29.62347528,-82.36550084
954,Enclave Apartments,Westbound SW 28th PL @ Farside SW 28th PL,29.625581,-82.36635733
955,Gainesville Place Apartments,Northbound Old Archer RD @ Nearside SW 31st TER,29.62732828,-82.37072884
956,Old Archer Road @ SW 34th Street,Westbound Old Archer RD @ Nearside SW 34th ST,29.62610628,-82.37217434
957,Regency Oaks Apartments,Northbound SW 34th ST @ Farside Windmeadows BLVD,29.6293415,-82.37241262
958,34th Street Plaza,Northbound SW 34th ST @ Nearside SW 20th AVE,29.63155861,-82.37240934
959,Family Housing @ SW 34th Street,Northbound SW 34th ST @ Nearside Radio RD,29.64207044,-82.37232667
960,34th Street Wall,Northbound SW 34th ST @ Nearside SW 2nd Ave,29.64625762,-82.37230727
962,Keys Residential Complex,Eastbound Stadium RD @ Farside Woodlawn DR,29.64825078,-82.35474623
963,Keys Residential Complex,Eastbound Stadium RD @ Nearside Woodlawn DR,29.64820944,-82.35300968
965,Gator Corner Dining,Eastbound Stadium RD @ Nearside Gale Lemerand DR,29.64853144,-82.35011418
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,29.6485696,-82.34733385
967,Hunters Run Apartments,Westbound Williston RD @ Farside SW 25th TER,29.6120404,-82.3593791
968,Campus Lodge Apartments,Westbound Williston RD @ Nearside SW 29Th Dr,29.60890011,-82.36401368
969,Nationwide Insurance @ Williston Road,Westbound Williston RD @ Farside SW 29Th Dr,29.6061827,-82.36775094
970,Williston Plaza,Northbound SW 34th ST @ Farside Williston RD,29.60593628,-82.37105451
971,US Post Office @ SW 34th Street,Northbound SW 34th ST @ Nearside SW 47th AVE,29.60899095,-82.37131384
972,Laurels Apartments,Northbound SW 34th ST @ Farside SW 47th AVE,29.61150395,-82.37156334
974,Dollar General,Northbound SW 34th ST @ Farside SW 42 PL,29.61481845,-82.37192334
977,Millennium Center,Northbound NW 43rd ST @ Farside Newberry RD,29.65644027,-82.38992983
978,Lenox Place Apartments,Northbound NW 43rd ST @ Nearside NW 9th Pl,29.66093494,-82.38884984
979,Landmark Woods Neighborhood,Northbound NW 43rd ST @ Nearside NW 12th AVE,29.66328133,-82.38891734
980,NW 14th Place @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 14th PL,29.66538784,-82.38892077
981,Northbound NW 43rd Street @ NW 16th Place,Northbound NW 43rd ST @ Nearside NW 16th PL,29.6669586,-82.388857
983,Millhopper Pines Apartments,Northbound NW 43rd ST @ Farside NW 18th PL,29.67061895,-82.38885043
984,Millhopper Square,Northbound NW 43rd ST @ Nearside NW 16th BLVD,29.67246,-82.38886392
985,Thorn Brook Shops,Northbound NW 43rd ST @ Farside NW 16th BLVD,29.67506201,-82.38885485
986,Bank of America @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 27th LN,29.6777446,-82.388858
987,Millhopper Branch Library,Northbound NW 43rd ST @ Farside NW 31st AVE,29.68202931,-82.38884342
988,Monterey Apartments,Northbound NW 43rd ST @ Farside NW 34th AVE,29.68511193,-82.388816
989,Pinewood Apartments,Westbound NW 39th AVE @ Farside NW 43rd ST,29.68878554,-82.39034704
990,Magnolia Park Neighborhood,Westbound NW 39th AVE @ Nearside NW 46th TER,29.68878626,-82.39289991
992,Tire Plus @ NW 39th Avenue,Westbound NW 39th AVE @ Nearside NW 51st ST,29.6887861,-82.39709633
993,Huntington Lakes Apartments,Westbound NW 39th AVE @ Farside NW 53rd ST,29.6888296,-82.3998465
994,Faith Presbyterian Church,Westbound NW 39th AVE @ Farside NW 53rd ST,29.68890519,-82.4058531
995,Summer Creek Neighborhood,Westbound NW 39th AVE @ Nearside NW 64th ST,29.68890213,-82.41076826
996,Emerald Woods Neighborhood,Westbound NW 39th AVE @ Nearside NW 59th ST,29.68890359,-82.41596868
997,Robin Lane Neighborhood,Westbound NW 39th AVE @ Nearside NW 75th ST,29.68889443,-82.42212199
998,Springhill Professional Center,Southbound NW 83rd ST @ Farside NW 39th AVE,29.68795518,-82.4303727
999,Northridge Neighborhood,Southbound NW 83rd ST @ Nearside NW 36th AVE,29.686069,-82.43036921
"1,000",The Arc,Southbound NW 83rd ST @ Farside North RD,29.68383122,-82.43037969
"1,001",Santa Fe College @ NW 83rd Street,Southbound NW 83rd ST @ Nearside Administration RD,29.68070888,-82.43039198
"1,002",Santa Fe College @ NW 83rd Street,Northbound NW 83rd ST @ Nearside NW 31st AVE,29.68060993,-82.43026999
"1,003",The Arc,Northbound NW 83rd ST @ Farside North RD,29.68389593,-82.43021649
"1,004",Northridge Neighborhood,Northbound NW 83rd ST @ Farside NW 36th AVE,29.68579267,-82.43022521
"1,005",Springhill Professional Center,Northbound NW 83rd ST @ Nearside NW 39th AVE,29.68865443,-82.43020666
"1,006",Robin Lane Neighborhood,Eastbound NW 39th AVE @ Farside NW 75th ST,29.68870176,-82.42210866
"1,007",Unicorn Hill Farm,Eastbound NW 39th AVE @ Nearside NW 69th ST,29.68867876,-82.41615716
"1,008",Greystone Community,Eastbound NW 39th AVE @ Nearside NW 63rd ST,29.68868176,-82.40998049
"1,009",Faith Presbyterian Church,Eastbound NW 39th AVE @ Farside NW 63rd ST,29.68865393,-82.40592283
"1,010",Huntington Lakes Apartments,Eastbound NW 39th AVE @ Nearside NW 53rd ST,29.68859443,-82.40046483
"1,011",NW Grille Seafood,Eastbound NW 39th AVE @ Nearside NW 51st ST,29.68852843,-82.397711
"1,012",Autumn Woods Neighborhood,Eastbound NW 39th AVE @ Nearside NW 48th TER,29.68857376,-82.39488333
"1,013",Pine Woods Apartments,Eastbound NW 39th AVE @ Nearside NW 45th ST,29.68854768,-82.39126286
"1,014",Allstate Insurance,Southbound NW 43rd ST @ Nearside NW 37th PL,29.68773143,-82.38907083
"1,015",Southbound NW 43rd Street @ NW 33rd Court,Southbound NW 43rd ST @ Nearside NW 33rd CT,29.684033,-82.38907333
"1,016",Millhopper Branch Library,Southbound NW 43rd ST @ Farside NW 31st AVE,29.68126829,-82.38908428
"1,017",Sunstate Insurance,Southbound NW 43rd ST @ Nearside NW 27th AVE,29.67644934,-82.38909345
"1,018",Cedar River Seafood,Southbound NW 43rd ST @ Nearside NW 23rd AVE,29.67491241,-82.38909898
"1,019",St. Michael's Day School,Southbound NW 43rd ST @ Farside NW 23rd AVE,29.67212113,-82.38910801
"1,020",Southbound NW 43rd Street @ NW 19th Avenue,Southbound NW 43rd ST @ Nearside NW 19th AVE,29.67005892,-82.3891283
"1,022",Southbound NW 43rd Street @ NW 15th Place,Southbound NW 43rd ST @ Nearside NW 15th PL,29.66678943,-82.3891125
"1,023",Suburban Heights Neighborhood,Southbound NW 43rd ST @ Nearside NW 13th AVE,29.66487982,-82.38914371
"1,024",Landmark Woods Neighborhood,Southbound NW 43rd ST @ Farside NW 12th AVE,29.66322427,-82.38917833
"1,025",Landmark Woods Neighborhood,Southbound NW 43rd ST @ Nearside NW 9th PL,29.66139806,-82.38917626
"1,026",Holy Faith Catholic Church,Southbound NW 43rd ST @ Farside NW 8th AVE,29.65838144,-82.38943867
"1,027",Best Buy @ Butler Plaza,Southbound SW 37th BLVD @ Nearside Archer RD,29.62132828,-82.38091884
"1,028",Texas Road House @ Butler Plaza,Westbound Archer RD @ Farside SW 37th BLVD,29.62015704,-82.38110275
"1,033",Westbound Archer Road @ SW 50th Street,Westbound Archer RD @ Nearside SW 50th ST,29.61213662,-82.39635156
"1,034",Madison Cove Apartments,Westbound Archer RD @ Nearside SW 56th TER,29.6094767,-82.40145213
"1,035",Kanapaha Botanical Gardens,Westbound Archer RD @ Nearside SW 56th TER,29.60868089,-82.40295312
"1,036",Westgate Mobile Manor Park,Westbound Archer RD @ Farside SW 58th DR,29.60730781,-82.40556093
"1,038",A Child's Place,Westbound Archer RD @ Nearside SW 63rd BLVD,29.60552727,-82.40896546
"1,039",Kanapaha Station Plaza,Westbound Archer RD @ Nearside SW 66th ST,29.60343675,-82.41295365
"1,040",Town & Country Veterinarians,Westbound Archer RD @ Nearside SW 69th TER,29.60210729,-82.41547584
"1,041",Bank of America @ Tower Square on Archer Road,Westbound Archer RD @ Farside SW 75th ST,29.60045409,-82.41862589
"1,042",Publix @ Tower Square on SW 75th Street,Northbound SW 75th ST @ Farside Archer RD,29.60016778,-82.42051466
"1,043",Asbury Park Apartments,Northbound SW 75th ST @ Nearside SW 53rd PL,29.60368778,-82.42257483
"1,044",Kanapaha Middle School,Northbound SW 75th ST @ Farside SW 51st BLVD,29.60702578,-82.42254033
"1,046",Tower Village Apartments,Northbound SW 75th ST @ Nearside SW 45th PL,29.61239761,-82.42249999
"1,047",SW 75th Street @ SW 42nd Place,Northbound SW 75th ST @ Nearside SW 42nd PL,29.61490988,-82.42249533
"1,048",Kanapaha Park,Northbound SW 75th ST @ Nearside SW 36th AVE,29.61952617,-82.42244908
"1,049",Tower Road Branch Library,Northbound SW 75th ST @ Farside SW 24th AVE,29.62610332,-82.42245869
"1,050",Bellamy Grand,Northbound SW 75th ST @ Nearside SW 24th AVE,29.62839661,-82.42237099
"1,051",Walgreens @ SW 24th Avenue,Eastbound SW 24th AVE @ Farside SW 75th ST,29.63045928,-82.42134133
"1,053",Infinite Energy,Eastbound SW 24th AVE @ Farside SW 70th TER,29.63090094,-82.41804366
"1,054",Tower Oaks Glenn Apartments,Eastbound SW 24th AVE @ Farside SW 19th CT,29.63488728,-82.41419516
"1,055",Grove Villas Apartments,Eastbound SW 24th AVE @ Farside SW 61st ST,29.63921277,-82.410517
"1,056",Linton Oaks Neighborhood,Northbound SW 61st ST @ Farside SW 20th AVE,29.64057111,-82.4071445
"1,057",Linton Oaks Neighborhood @ SW 61st Street,Northbound SW 61st ST @ Farside SW 10th PL,29.64318674,-82.40819003
"1,058",Shell Rock Villas Neighborhood,Northbound SW 61st ST @ Nearside SW 8th PL,29.64458307,-82.40916671
"1,059",Linton Oaks Neighborhood @ SW 64th Terrace,Southbound SW 64th TER @ Farside SW 8th AVE,29.64472461,-82.41154916
"1,061",Linton Oaks Neighborhood @ SW 63rd Terrace,Northbound SW 63rd TER @ Nearside SW 8th AVE,29.64471761,-82.41056
"1,062",Linton Oaks Neighborhood @ SW 61st Street,Southbound SW 61st ST @ Nearside SW 10th PL,29.643025,-82.40822137
"1,063",Linton Oaks Neighborhood,Southbound SW 61st ST @ Nearside SW 20th AVE,29.64045782,-82.40726909
"1,064",The Grove Villas Apartments,Westbound SW 20th AVE @ Farside SW 61st ST,29.63935994,-82.41054966
"1,065",Tower Oaks Glenn Apartments,Westbound SW 24th AVE @ Farside SW 19th CT,29.63480952,-82.41438111
"1,066",KISS 105.3 FM Station,Westbound SW 24th AVE @ Farside SW 70th TER,29.63102836,-82.41807139
"1,067",Carriage House Lane,Westbound SW 24th AVE @ Nearside SW 73rd TER,29.63058694,-82.42042299
"1,068",CVS Pharmacy @ SW 75th Street,Northbound SW 75th ST @ Farside SW 24th AVE,29.63119994,-82.42237683
"1,069",Sunrise Apartments,Northbound SW 75th ST @ Farside SW 19th PL,29.63549478,-82.42240916
"1,071",The Woodlands Apartments,Northbound SW 75th ST @ Nearside SW 10th PL,29.64260511,-82.42238316
"1,072",Sparrow Apartments,Eastbound SW 8th AVE @ Farside SW 75th ST,29.64506461,-82.42133833
"1,074",Holly Heights Apartments,Northbound SW 70th TER @ Nearside SW 6th PL,29.64613944,-82.41768883
"1,077",Eastbound SW 6th Place @ SW 67th Terrace,Eastbound SW 6th PL @ Nearside SW 67th TER,29.64660627,-82.41457849
"1,078",Gordon Manor Neighborhood,Eastbound SW 67th TER @ Nearside SW 8th AVE,29.64526844,-82.41451516
"1,079",Westbound SW 8th Avenue @ SW 70th Terrace,Westbound SW 8th AVE @ Farside SW 70th TER,29.64516254,-82.41686687
"1,081",Sparrow Apartments,Westbound SW 8th AVE @ Farside SW 75th ST,29.64519577,-82.42140966
"1,082",Sparrow Apartments,Northbound SW 75th ST @ Farside SW 8th AVE,29.64594477,-82.42232566
"1,083",Cricket Club Apartments,Northbound SW 75th ST @ Farside SW 8th AVE,29.64793527,-82.42229716
"1,084",Reflections Apartments,Northbound SW 75th ST @ Nearside SW 1st PL,29.65071116,-82.42226733
"1,085",The Gardens Apartments,Northbound SW 75th ST @ Nearside W University AVE,29.65306977,-82.42224716
"1,087",Pine Meadow Apartments,Eastbound W University AVE @ Farside SW 75th ST,29.65326344,-82.41862299
"1,089",Harbor Cove Apartments,Eastbound W University AVE @ Nearside NW 4th BLVD,29.65318727,-82.41499149
"1,091",Home Depot @ NW 4th Boulevard,Westbound NW 4th BLVD @ Nearside NW 75th ST,29.65618235,-82.41849854
"1,093",Park Place Car Wash,Westbound NW 4th BLVD @ Nearside SW 75th ST,29.65629527,-82.42137633
"1,094",Clarion Inn,Northbound SW 75th ST @ Nearside Newberry RD,29.65934227,-82.42224133
"1,096",Oaks Square Complex,Eastbound Newberry RD @ Farside NW 69th TER,29.65946677,-82.41602916
"1,097",Oaks Mall,Eastbound Newberry RD @ Nearside Oaks Mall,29.6595136,-82.41387533
"1,098",North Florida Regional Medical Center,Westbound Newberry RD @ Nearside NW 66th ST,29.65975009,-82.41200955
"1,099",SUBWAY@ Newberry RD,Westbound Newberry RD @ Nearside Oaks Mall,29.65977394,-82.41347966
"1,100",Shell Gas Station@ SW 75th Street,Westbound Newberry RD @ Nearside NW 69th TER,29.65976794,-82.41598699
"1,101",Tower Plaza,Southbound NW 75th ST @ Farside Newberry RD,29.65816185,-82.42250356
"1,102",Advance Auto Parts,Southbound NW 75th ST @ Farside NW 4th BLVD,29.65541772,-82.42251383
"1,103",Tower Hill,Southbound NW 75th ST @ Nearside W University AVE,29.65354761,-82.42253183
"1,104",The Gardens Apartments,Southbound SW 75th ST @ Nearside SW 1st PL,29.65186927,-82.42253433
"1,105",Cricket Club Apartments,Southbound SW 75th ST @ Nearside SW 8th AVE,29.64811325,-82.42253801
"1,106",The Woodlands Neighborhood,Southbound SW 75th ST @ Farside SW 10th PL,29.64268627,-82.42255766
"1,108",Sunrise Apartments,Southbound SW 75th ST @ Farside SW 19th PL,29.63501228,-82.42248966
"1,109",Tower 24 Shopping Center,Southbound SW 75th ST @ Nearside SW 26th AVE,29.62891728,-82.42259316
"1,110",Tower Road Library,Southbound SW 75th ST @ Farside SW 26th AVE,29.62609157,-82.4225712
"1,111",Kenwood Neighborhood,Southbound SW 75th ST @ Farside SW 36th AVE,29.62092178,-82.42260949
"1,112",Kenwood Neighborhood,Southbound SW 75th ST @ Farside SW 42nd AVE,29.61553949,-82.42262195
"1,113",Tower Village,Southbound SW 75th ST @ Farside SW 45th PL,29.61239305,-82.42263565
"1,114",Haile Plantation Neighborhood,Southbound SW 75th ST @ Farside SW 46th BLVD,29.60947168,-82.42268738
"1,115",Stillwind Neighborhood,Southbound SW 75th ST @ Farside SW 51st BLVD,29.60621978,-82.42272966
"1,116",Valwood Neighborhood,Southbound SW 75th ST @ Nearside SW 53rd PL,29.60431939,-82.42274691
"1,117",Tower Square @ SW 75th Street,Southbound SW 75th ST @ Farside SW 58th PL,29.60064031,-82.42148124
"1,118",Arredondo Farms,Eastbound Archer RD @ Farside SW 75th ST,29.60028214,-82.41839532
"1,119",CROM Equipment Rentals,Eastbound Archer RD @ Farside SW 69th TER,29.60170664,-82.41567649
"1,120",Business Park Self Storage,Eastbound Archer RD @ Nearside SW  66th ST,29.6030822,-82.41306912
"1,121",SunState,Eastbound Archer RD @ Nearside SW 63rd BLVD,29.60508744,-82.40924596
"1,122",Westgate Manor Park,Eastbound Archer RD @ Farside SW 51st LN,29.60701778,-82.40561283
"1,123",Broken Arrow Bluff Community,Eastbound Archer RD @ Nearside SW 56th TER,29.60815178,-82.40338933
"1,124",Dogwood Dog Park,Eastbound Archer RD @ Nearside SW 52nd TER,29.60927628,-82.40128033
"1,125",Hailey Forest Condominiums,Eastbound Archer RD @ Farside SW 50th ST,29.61197311,-82.3961685
"1,126",Haystacks Housing Complex,Eastbound Archer RD @ Nearside SW 47th TER,29.61312134,-82.3939459
